lon;lat;UTC;Year;Month;Day;Hour;Minute;UnitID
-66.33607;77.65916;2022-06-23 11:30:07;2022;6;23;11;30;88463
-66.33604;77.65926;2022-06-23 11:00:08;2022;6;23;11;0;88463
-66.33617;77.65932;2022-06-23 10:30:10;2022;6;23;10;30;88463
-66.33607;77.65932;2022-06-23 10:00:08;2022;6;23;10;0;88463
-66.33617;77.65929;2022-06-23 09:30:08;2022;6;23;9;30;88463
-66.33606;77.65926;2022-06-23 09:00:08;2022;6;23;9;0;88463
-66.33606;77.65929;2022-06-23 08:30:08;2022;6;23;8;30;88463
-66.33607;77.65928;2022-06-23 08:00:36;2022;6;23;8;0;88463
-66.33617;77.65941;2022-06-23 07:30:18;2022;6;23;7;30;88463
-66.33585;77.65923;2022-06-23 07:00:08;2022;6;23;7;0;88463
-66.33628;77.65912;2022-06-23 06:30:08;2022;6;23;6;30;88463
-66.33689;77.65912;2022-06-23 06:00:07;2022;6;23;6;0;88463
-66.33693;77.65907;2022-06-23 05:30:07;2022;6;23;5;30;88463
-66.33768;77.65912;2022-06-23 05:00:09;2022;6;23;5;0;88463
-66.33512;77.65969;2022-06-22 23:30:13;2022;6;22;23;30;88463
-66.33571;77.65926;2022-06-22 23:00:11;2022;6;22;23;0;88463
-66.33649;77.65929;2022-06-22 22:30:08;2022;6;22;22;30;88463
-66.33834;77.65931;2022-06-22 22:00:12;2022;6;22;22;0;88463
-66.33783;77.65901;2022-06-22 21:30:09;2022;6;22;21;30;88463
-66.33525;77.65951;2022-06-22 21:00:09;2022;6;22;21;0;88463
-66.33217;77.65994;2022-06-22 20:30:20;2022;6;22;20;30;88463
-66.33615;77.65933;2022-06-22 20:00:21;2022;6;22;20;0;88463
-66.33571;77.65935;2022-06-22 19:30:08;2022;6;22;19;30;88463
-66.33564;77.65936;2022-06-22 19:00:11;2022;6;22;19;0;88463
-66.33611;77.65941;2022-06-22 18:30:07;2022;6;22;18;30;88463
-66.33571;77.65939;2022-06-22 18:00:08;2022;6;22;18;0;88463
-66.33518;77.65928;2022-06-22 17:30:18;2022;6;22;17;30;88463
-66.33405;77.65964;2022-06-22 17:00:22;2022;6;22;17;0;88463
-66.33472;77.65942;2022-06-22 16:30:20;2022;6;22;16;30;88463
-66.33549;77.65926;2022-06-22 16:00:19;2022;6;22;16;0;88463
-66.33575;77.65926;2022-06-22 15:30:09;2022;6;22;15;30;88463
-66.33559;77.65916;2022-06-22 15:00:12;2022;6;22;15;0;88463
-66.33563;77.65914;2022-06-22 14:30:10;2022;6;22;14;30;88463
-66.33566;77.65913;2022-06-22 14:00:10;2022;6;22;14;0;88463
-66.33615;77.65909;2022-06-22 13:30:19;2022;6;22;13;30;88463
-66.3364;77.65912;2022-06-22 13:00:07;2022;6;22;13;0;88463
-66.33681;77.65936;2022-06-22 12:30:09;2022;6;22;12;30;88463
-66.33598;77.65923;2022-06-22 12:00:19;2022;6;22;12;0;88463
-66.33152;77.65916;2022-06-22 11:30:19;2022;6;22;11;30;88463
-66.33483;77.65909;2022-06-22 11:00:08;2022;6;22;11;0;88463
-66.33488;77.65899;2022-06-22 10:30:19;2022;6;22;10;30;88463
-66.33442;77.65912;2022-06-22 10:00:20;2022;6;22;10;0;88463
-66.33646;77.65922;2022-06-22 09:30:07;2022;6;22;9;30;88463
-66.33699;77.65932;2022-06-22 09:00:21;2022;6;22;9;0;88463
-66.33572;77.65939;2022-06-22 08:30:08;2022;6;22;8;30;88463
-66.33585;77.65932;2022-06-22 08:00:19;2022;6;22;8;0;88463
-66.33553;77.65936;2022-06-22 07:30:10;2022;6;22;7;30;88463
-66.33562;77.65931;2022-06-22 07:00:08;2022;6;22;7;0;88463
-66.3356;77.65931;2022-06-22 06:30:09;2022;6;22;6;30;88463
-66.33558;77.65929;2022-06-22 06:00:09;2022;6;22;6;0;88463
-66.33568;77.65929;2022-06-22 05:30:35;2022;6;22;5;30;88463
-66.3353;77.65922;2022-06-22 05:00:10;2022;6;22;5;0;88463
-66.33569;77.65931;2022-06-21 23:31:08;2022;6;21;23;31;88463
-66.33712;77.65912;2022-06-21 23:01:18;2022;6;21;23;1;88463
-66.33634;77.65936;2022-06-21 22:31:10;2022;6;21;22;31;88463
-66.33633;77.65939;2022-06-21 22:01:11;2022;6;21;22;1;88463
-66.33604;77.65962;2022-06-21 21:31:10;2022;6;21;21;31;88463
-66.33594;77.65916;2022-06-21 21:01:09;2022;6;21;21;1;88463
-66.33579;77.65926;2022-06-21 20:31:09;2022;6;21;20;31;88463
-66.33553;77.6591;2022-06-21 20:01:08;2022;6;21;20;1;88463
-66.33438;77.65922;2022-06-21 19:31:20;2022;6;21;19;31;88463
-66.3327;77.65923;2022-06-21 19:01:08;2022;6;21;19;1;88463
-66.33453;77.65908;2022-06-21 18:31:08;2022;6;21;18;31;88463
-66.3354;77.65922;2022-06-21 18:01:13;2022;6;21;18;1;88463
-66.33614;77.65948;2022-06-21 17:31:07;2022;6;21;17;31;88463
-66.33514;77.65928;2022-06-21 17:01:19;2022;6;21;17;1;88463
-66.33499;77.65928;2022-06-21 16:31:13;2022;6;21;16;31;88463
-66.33535;77.65928;2022-06-21 16:01:19;2022;6;21;16;1;88463
-66.33533;77.65926;2022-06-21 15:31:07;2022;6;21;15;31;88463
-66.33539;77.65928;2022-06-21 15:01:07;2022;6;21;15;1;88463
-66.33578;77.65939;2022-06-21 14:31:11;2022;6;21;14;31;88463
-66.33592;77.65948;2022-06-21 14:01:20;2022;6;21;14;1;88463
-66.33594;77.65948;2022-06-21 14:00:49;2022;6;21;14;0;88463
-66.33591;77.65946;2022-06-21 14:00:11;2022;6;21;14;0;88463
-66.33578;77.65933;2022-06-21 13:30:08;2022;6;21;13;30;88463
-66.33552;77.65935;2022-06-21 13:00:36;2022;6;21;13;0;88463
-66.3353;77.65945;2022-06-21 12:30:12;2022;6;21;12;30;88463
-66.3361;77.65922;2022-06-21 12:00:08;2022;6;21;12;0;88463
-66.33524;77.65926;2022-06-21 11:30:07;2022;6;21;11;30;88463
-66.33567;77.65951;2022-06-21 11:00:20;2022;6;21;11;0;88463
-66.33507;77.65907;2022-06-21 10:30:10;2022;6;21;10;30;88463
-66.3356;77.65939;2022-06-21 10:00:23;2022;6;21;10;0;88463
-66.33539;77.65951;2022-06-21 09:30:14;2022;6;21;9;30;88463
-66.3353;77.65951;2022-06-21 09:00:17;2022;6;21;9;0;88463
-66.33498;77.65951;2022-06-21 08:30:10;2022;6;21;8;30;88463
-66.33442;77.65958;2022-06-21 08:00:20;2022;6;21;8;0;88463
-66.33678;77.65965;2022-06-21 07:30:10;2022;6;21;7;30;88463
-66.33659;77.65977;2022-06-21 07:00:09;2022;6;21;7;0;88463
-66.33638;77.65981;2022-06-21 06:30:10;2022;6;21;6;30;88463
-66.33566;77.65954;2022-06-21 06:00:11;2022;6;21;6;0;88463
-66.336;77.65942;2022-06-21 05:30:13;2022;6;21;5;30;88463
-66.33607;77.65948;2022-06-21 05:00:09;2022;6;21;5;0;88463
-66.33497;77.65941;2022-06-20 23:30:07;2022;6;20;23;30;88463
-66.3353;77.65933;2022-06-20 23:00:08;2022;6;20;23;0;88463
-66.33531;77.65933;2022-06-20 22:30:37;2022;6;20;22;30;88463
-66.33586;77.65951;2022-06-20 22:00:07;2022;6;20;22;0;88463
-66.33624;77.65943;2022-06-20 21:30:20;2022;6;20;21;30;88463
-66.33651;77.65926;2022-06-20 21:00:07;2022;6;20;21;0;88463
-66.3353;77.6591;2022-06-20 20:30:07;2022;6;20;20;30;88463
-66.3354;77.65912;2022-06-20 20:00:07;2022;6;20;20;0;88463
-66.33548;77.65912;2022-06-20 19:30:07;2022;6;20;19;30;88463
-66.33512;77.65936;2022-06-20 19:00:08;2022;6;20;19;0;88463
-66.3354;77.65926;2022-06-20 18:30:09;2022;6;20;18;30;88463
-66.33522;77.65932;2022-06-20 18:00:08;2022;6;20;18;0;88463
-66.33485;77.65937;2022-06-20 17:30:08;2022;6;20;17;30;88463
-66.33488;77.65939;2022-06-20 17:00:10;2022;6;20;17;0;88463
-66.33516;77.65933;2022-06-20 16:30:49;2022;6;20;16;30;88463
-66.33516;77.65923;2022-06-20 16:00:08;2022;6;20;16;0;88463
-66.3352;77.65932;2022-06-20 15:30:08;2022;6;20;15;30;88463
-66.33524;77.65931;2022-06-20 15:00:09;2022;6;20;15;0;88463
-66.33524;77.65931;2022-06-20 14:30:08;2022;6;20;14;30;88463
-66.33549;77.65939;2022-06-20 14:00:07;2022;6;20;14;0;88463
-66.33549;77.65936;2022-06-20 13:30:36;2022;6;20;13;30;88463
-66.33573;77.65907;2022-06-20 13:00:12;2022;6;20;13;0;88463
-66.33572;77.65918;2022-06-20 12:30:09;2022;6;20;12;30;88463
-66.33554;77.65926;2022-06-20 12:00:09;2022;6;20;12;0;88463
-66.3354;77.65928;2022-06-20 11:30:11;2022;6;20;11;30;88463
-66.33432;77.65939;2022-06-20 11:00:08;2022;6;20;11;0;88463
-66.33468;77.65926;2022-06-20 10:30:09;2022;6;20;10;30;88463
-66.33443;77.65914;2022-06-20 10:00:09;2022;6;20;10;0;88463
-66.33434;77.65937;2022-06-20 09:30:08;2022;6;20;9;30;88463
-66.33453;77.65933;2022-06-20 09:00:20;2022;6;20;9;0;88463
-66.33449;77.65943;2022-06-20 08:30:20;2022;6;20;8;30;88463
-66.33516;77.65943;2022-06-20 08:00:07;2022;6;20;8;0;88463
-66.33475;77.65939;2022-06-20 07:30:09;2022;6;20;7;30;88463
-66.33482;77.65939;2022-06-20 07:00:08;2022;6;20;7;0;88463
-66.33514;77.65932;2022-06-20 06:30:08;2022;6;20;6;30;88463
-66.33501;77.65941;2022-06-20 06:00:08;2022;6;20;6;0;88463
-66.33514;77.65935;2022-06-20 05:30:09;2022;6;20;5;30;88463
-66.33518;77.65935;2022-06-20 05:00:36;2022;6;20;5;0;88463
-66.3351;77.65939;2022-06-19 23:30:07;2022;6;19;23;30;88463
-66.33514;77.65936;2022-06-19 23:00:08;2022;6;19;23;0;88463
-66.3353;77.65933;2022-06-19 22:30:08;2022;6;19;22;30;88463
-66.3351;77.65933;2022-06-19 22:00:08;2022;6;19;22;0;88463
-66.3353;77.65932;2022-06-19 21:30:08;2022;6;19;21;30;88463
-66.33525;77.65937;2022-06-19 21:00:08;2022;6;19;21;0;88463
-66.33503;77.65931;2022-06-19 20:30:37;2022;6;19;20;30;88463
-66.33415;77.65958;2022-06-19 20:00:19;2022;6;19;20;0;88463
-66.33508;77.65969;2022-06-19 19:30:19;2022;6;19;19;30;88463
-66.33758;77.65971;2022-06-19 19:00:08;2022;6;19;19;0;88463
-66.33817;77.6597;2022-06-19 18:30:09;2022;6;19;18;30;88463
-66.3381;77.65981;2022-06-19 18:00:19;2022;6;19;18;0;88463
-66.33443;77.65943;2022-06-19 17:30:25;2022;6;19;17;30;88463
-66.33708;77.65998;2022-06-19 17:00:21;2022;6;19;17;0;88463
-66.33257;77.65913;2022-06-19 16:30:09;2022;6;19;16;30;88463
-66.33558;77.65941;2022-06-19 16:00:19;2022;6;19;16;0;88463
-66.33497;77.65928;2022-06-19 15:30:07;2022;6;19;15;30;88463
-66.33483;77.65923;2022-06-19 15:00:07;2022;6;19;15;0;88463
-66.33463;77.65922;2022-06-19 14:30:20;2022;6;19;14;30;88463
-66.33541;77.65939;2022-06-19 14:00:08;2022;6;19;14;0;88463
-66.33539;77.65937;2022-06-19 13:30:10;2022;6;19;13;30;88463
-66.33514;77.65933;2022-06-19 13:00:08;2022;6;19;13;0;88463
-66.33503;77.65935;2022-06-19 12:30:07;2022;6;19;12;30;88463
-66.33503;77.65933;2022-06-19 12:00:37;2022;6;19;12;0;88463
-66.33495;77.65922;2022-06-19 11:30:08;2022;6;19;11;30;88463
-66.33581;77.65905;2022-06-19 11:00:25;2022;6;19;11;0;88463
-66.33575;77.65941;2022-06-19 10:30:08;2022;6;19;10;30;88463
-66.33632;77.65922;2022-06-19 10:00:22;2022;6;19;10;0;88463
-66.33638;77.65933;2022-06-19 09:30:09;2022;6;19;9;30;88463
-66.33701;77.65918;2022-06-19 09:00:19;2022;6;19;9;0;88463
-66.33666;77.65922;2022-06-19 08:30:07;2022;6;19;8;30;88463
-66.33632;77.65926;2022-06-19 08:00:12;2022;6;19;8;0;88463
-66.33403;77.65923;2022-06-19 07:30:08;2022;6;19;7;30;88463
-66.33464;77.65928;2022-06-19 07:00:18;2022;6;19;7;0;88463
-66.33449;77.65932;2022-06-19 06:30:21;2022;6;19;6;30;88463
-66.33533;77.65929;2022-06-19 06:00:12;2022;6;19;6;0;88463
-66.33554;77.65933;2022-06-19 05:30:07;2022;6;19;5;30;88463
-66.3362;77.65937;2022-06-19 05:00:10;2022;6;19;5;0;88463
-66.33463;77.65935;2022-06-18 23:30:09;2022;6;18;23;30;88463
-66.33411;77.65946;2022-06-18 23:00:10;2022;6;18;23;0;88463
-66.33453;77.65933;2022-06-18 22:30:10;2022;6;18;22;30;88463
-66.33441;77.65951;2022-06-18 22:00:18;2022;6;18;22;0;88463
-66.33632;77.65948;2022-06-18 21:30:13;2022;6;18;21;30;88463
-66.33588;77.65914;2022-06-18 21:00:20;2022;6;18;21;0;88463
-66.33437;77.65931;2022-06-18 20:30:07;2022;6;18;20;30;88463
-66.33376;77.65941;2022-06-18 20:00:08;2022;6;18;20;0;88463
-66.33507;77.65939;2022-06-18 19:30:14;2022;6;18;19;30;88463
-66.33493;77.65943;2022-06-18 19:00:08;2022;6;18;19;0;88463
-66.33525;77.65939;2022-06-18 18:30:07;2022;6;18;18;30;88463
-66.33537;77.65941;2022-06-18 18:00:07;2022;6;18;18;0;88463
-66.33544;77.65943;2022-06-18 17:30:08;2022;6;18;17;30;88463
-66.33497;77.65941;2022-06-18 17:00:09;2022;6;18;17;0;88463
-66.3348;77.65939;2022-06-18 16:30:08;2022;6;18;16;30;88463
-66.33469;77.65935;2022-06-18 16:00:37;2022;6;18;16;0;88463
-66.33511;77.65951;2022-06-18 15:30:21;2022;6;18;15;30;88463
-66.33487;77.65951;2022-06-18 15:00:07;2022;6;18;15;0;88463
-66.33442;77.65945;2022-06-18 14:30:08;2022;6;18;14;30;88463
-66.33451;77.65943;2022-06-18 14:00:09;2022;6;18;14;0;88463
-66.33443;77.65945;2022-06-18 13:30:08;2022;6;18;13;30;88463
-66.33446;77.65945;2022-06-18 13:00:07;2022;6;18;13;0;88463
-66.33445;77.65943;2022-06-18 12:30:37;2022;6;18;12;30;88463
-66.33451;77.65908;2022-06-18 12:00:20;2022;6;18;12;0;88463
-66.33437;77.65893;2022-06-18 11:30:07;2022;6;18;11;30;88463
-66.33414;77.65942;2022-06-18 11:00:20;2022;6;18;11;0;88463
-66.33441;77.65951;2022-06-18 10:30:07;2022;6;18;10;30;88463
-66.33408;77.65958;2022-06-18 10:00:07;2022;6;18;10;0;88463
-66.33405;77.65951;2022-06-18 09:30:08;2022;6;18;9;30;88463
-66.33419;77.65939;2022-06-18 09:00:08;2022;6;18;9;0;88463
-66.33449;77.65941;2022-06-18 08:30:09;2022;6;18;8;30;88463
-66.33434;77.65943;2022-06-18 08:00:36;2022;6;18;8;0;88463
